noise_type,noise_param,censor_split,clean_frac,noised_rmse_mean,noised_rmse_std,noised_lower_rmse_mean,noised_lower_rmse_std,noised_upper_rmse_mean,noised_upper_rmse_std,noised_corr_mean,noised_corr_std,noised_lower_corr_mean,noised_lower_corr_std,noised_upper_corr_mean,noised_upper_corr_std,finetuned_rmse_mean,finetuned_rmse_std,finetuned_lower_rmse_mean,finetuned_lower_rmse_std,finetuned_upper_rmse_mean,finetuned_upper_rmse_std,finetuned_corr_mean,finetuned_corr_std,finetuned_lower_corr_mean,finetuned_lower_corr_std,finetuned_upper_corr_mean,finetuned_upper_corr_std,n_finetune_samples_mean,n_finetune_samples_std
ynoise,0.5,0.1,0.5,0.7824906468391418,0.04310906073783532,0.7639642357826233,0.03869053754788207,0.9139833807945251,0.24161068216297152,0.7589407296670923,0.01891128953847581,0.7381016544234336,0.01833338625043336,0.22422303986423323,0.22134319177830122,1.2575379371643067,0.07496051563426273,1.3144594430923462,0.07547848847912096,0.39925127625465395,0.044762504939938344,0.7248448428681982,0.017676996175105066,0.7013589861804714,0.011406812514893273,0.20118556939196433,0.19665910659063246,162.4,5.238320341483519
ynoise,0.5,0.1,1.0,0.7824906468391418,0.04310906073783532,0.7639642357826233,0.03869053754788207,0.9139833807945251,0.24161068216297152,0.7589407296670923,0.01891128953847581,0.7381016544234336,0.01833338625043336,0.22422303986423323,0.22134319177830122,1.38609778881073,0.10311637078729582,1.4511370658874512,0.10389912172983957,0.35832774043083193,0.03984821775522041,0.7111642595233151,0.015687223855847022,0.685313098070817,0.007552841938862986,0.23816215974277397,0.17441315680896602,325.4,10.32666451474047
ynoise,2.0,0.1,0.0,0.822803258895874,0.03745786455791056,0.822228479385376,0.047350515635710765,0.8026400327682495,0.045020576893282545,0.7406376226217757,0.008386526323979791,0.7198428084243472,0.011804480528880643,0.19535227859450593,0.19852387853004932,,,,,,,,,,,,,0.0,0.0
ynoise,2.0,0.1,0.05,0.822803258895874,0.03745786455791056,0.822228479385376,0.047350515635710765,0.8026400327682495,0.045020576893282545,0.7406376226217757,0.008386526323979791,0.7198428084243472,0.011804480528880643,0.19535227859450593,0.19852387853004932,1.3645082235336303,0.09923920294544009,1.4227599620819091,0.10992208590231912,0.5555814802646637,0.06532755437828393,0.7306863811808286,0.01034020865114941,0.7093910429083615,0.01225013226494796,0.20469196137346451,0.21278416691801733,15.8,0.39999999999999997
ynoise,2.0,0.1,0.1,0.822803258895874,0.03745786455791056,0.822228479385376,0.047350515635710765,0.8026400327682495,0.045020576893282545,0.7406376226217757,0.008386526323979791,0.7198428084243472,0.011804480528880643,0.19535227859450593,0.19852387853004932,1.3091837525367738,0.19055754417265364,1.3650227904319763,0.20103100050363462,0.5231329798698425,0.08347915021313905,0.731195078363547,0.014056908166631868,0.7096759662271295,0.013447403275429887,0.19844320310271826,0.17609633270599745,32.2,1.16619037896906
ynoise,2.0,0.1,0.2,0.822803258895874,0.03745786455791056,0.822228479385376,0.047350515635710765,0.8026400327682495,0.045020576893282545,0.7406376226217757,0.008386526323979791,0.7198428084243472,0.011804480528880643,0.19535227859450593,0.19852387853004932,1.2569198846817016,0.09228603521935662,1.3121894359588624,0.09251118433743366,0.44843906760215757,0.03952911825498558,0.7282234316444854,0.013965215357350041,0.7075062370561476,0.011039145145309749,0.23685858960775322,0.19320863533028443,64.8,1.9390719429665317
ynoise,2.0,0.1,0.5,0.822803258895874,0.03745786455791056,0.822228479385376,0.047350515635710765,0.8026400327682495,0.045020576893282545,0.7406376226217757,0.008386526323979791,0.7198428084243472,0.011804480528880643,0.19535227859450593,0.19852387853004932,1.37642982006073,0.07353969045584242,1.4407188177108765,0.0807193157562885,0.3846107065677643,0.0379814833652351,0.6903264264466776,0.01974740727881651,0.6668910719223571,0.018564191038922408,0.20294277649363285,0.21906285161453645,162.4,5.238320341483519
ynoise,2.0,0.1,1.0,0.822803258895874,0.03745786455791056,0.822228479385376,0.047350515635710765,0.8026400327682495,0.045020576893282545,0.7406376226217757,0.008386526323979791,0.7198428084243472,0.011804480528880643,0.19535227859450593,0.19852387853004932,1.4909684896469115,0.06812016460407141,1.56291344165802,0.0737554282616528,0.3260807037353516,0.036591644406768674,0.6892255979907137,0.02021801289306752,0.6628981082264405,0.019747613282852326,0.23747784846593428,0.24182307677516482,325.4,10.32666451474047
ynoise,5.0,0.1,0.0,0.8677068710327148,0.06697912163922015,0.8281728267669678,0.06713848618517816,1.1530760765075683,0.19119436243157348,0.7036476626372534,0.02419608284697017,0.685930049746759,0.03599370814365555,0.12353718123802762,0.163970076890331,,,,,,,,,,,,,0.0,0.0
ynoise,5.0,0.1,0.05,0.8677068710327148,0.06697912163922015,0.8281728267669678,0.06713848618517816,1.1530760765075683,0.19119436243157348,0.7036476626372534,0.02419608284697017,0.685930049746759,0.03599370814365555,0.12353718123802762,0.163970076890331,1.397971224784851,0.14886279282084136,1.4564362287521362,0.1566815836692628,0.5846780419349671,0.04881364950153066,0.6989122933882165,0.021718883643619995,0.6789192517317477,0.03413396264222313,0.11658784382952996,0.17151048195636598,15.8,0.39999999999999997
ynoise,5.0,0.1,0.1,0.8677068710327148,0.06697912163922015,0.8281728267669678,0.06713848618517816,1.1530760765075683,0.19119436243157348,0.7036476626372534,0.02419608284697017,0.685930049746759,0.03599370814365555,0.12353718123802762,0.163970076890331,1.5378433465957642,0.25602695954582366,1.6017505645751953,0.26133173115161784,0.6481577157974243,0.19619038873309969,0.6977187789719024,0.02319562504977664,0.6779811029888139,0.033824718729612444,0.09962337447652045,0.17084892595818787,32.2,1.16619037896906
ynoise,5.0,0.1,0.2,0.8677068710327148,0.06697912163922015,0.8281728267669678,0.06713848618517816,1.1530760765075683,0.19119436243157348,0.7036476626372534,0.02419608284697017,0.685930049746759,0.03599370814365555,0.12353718123802762,0.163970076890331,1.2037025213241577,0.03390872707946858,1.2538074254989624,0.0338810706724978,0.49551995396614074,0.08071822826489261,0.7004619231912328,0.021814811603233415,0.6820258024682773,0.033079546767313665,0.14559511115918106,0.15564540808440464,64.8,1.9390719429665317
ynoise,5.0,0.1,0.5,0.8677068710327148,0.06697912163922015,0.8281728267669678,0.06713848618517816,1.1530760765075683,0.19119436243157348,0.7036476626372534,0.02419608284697017,0.685930049746759,0.03599370814365555,0.12353718123802762,0.163970076890331,1.3639817237854004,0.034907785152737625,1.4261662483215332,0.03803224608453408,0.41884133219718933,0.07792650470743018,0.6871720199109796,0.01280282996719915,0.6643004745891815,0.02129983801830672,0.12185291853273608,0.1685036143905797,162.4,5.238320341483519
ynoise,5.0,0.1,1.0,0.8677068710327148,0.06697912163922015,0.8281728267669678,0.06713848618517816,1.1530760765075683,0.19119436243157348,0.7036476626372534,0.02419608284697017,0.685930049746759,0.03599370814365555,0.12353718123802762,0.163970076890331,1.5436384677886963,0.031269948273327755,1.617741584777832,0.03120696345006498,0.33752885460853577,0.05878611043819627,0.652327983214514,0.013348881719660196,0.6239397220318569,0.02688715009207437,0.14444042728220777,0.16359376164625025,325.4,10.32666451474047
xnoise,1.0-1.0,0.1,0.0,0.7747477293014526,0.044008760242327936,0.7659381866455078,0.03597164358499947,0.8211101055145263,0.14764732607373476,0.7660860507328664,0.020974711479371674,0.7418580338143473,0.024665268425768737,0.12924643255787413,0.22278669295985343,,,,,,,,,,,,,0.0,0.0
xnoise,1.0-1.0,0.1,0.05,0.7747477293014526,0.044008760242327936,0.7659381866455078,0.03597164358499947,0.8211101055145263,0.14764732607373476,0.7660860507328664,0.020974711479371674,0.7418580338143473,0.024665268425768737,0.12924643255787413,0.22278669295985343,1.2511459827423095,0.22381442191484166,1.3000244736671447,0.23617420843802192,0.5934775471687317,0.07227537580792946,0.7617320008024001,0.02363414520387988,0.7389772413015525,0.025170644647677234,0.11435333795878802,0.2222049937519174,15.8,0.39999999999999997
xnoise,1.0-1.0,0.1,0.1,0.7747477293014526,0.044008760242327936,0.7659381866455078,0.03597164358499947,0.8211101055145263,0.14764732607373476,0.7660860507328664,0.020974711479371674,0.7418580338143473,0.024665268425768737,0.12924643255787413,0.22278669295985343,1.2304121613502503,0.3495998277828571,1.277781069278717,0.3654523808151653,0.5924866735935211,0.19346361470985846,0.7522283848634311,0.030922388879423002,0.7263379426931452,0.04061120300621212,0.09021511759231093,0.17664179057394241,32.2,1.16619037896906
xnoise,1.0-1.0,0.1,0.2,0.7747477293014526,0.044008760242327936,0.7659381866455078,0.03597164358499947,0.8211101055145263,0.14764732607373476,0.7660860507328664,0.020974711479371674,0.7418580338143473,0.024665268425768737,0.12924643255787413,0.22278669295985343,1.1427029371261597,0.10003057836929115,1.19046790599823,0.10460115151604871,0.45658143162727355,0.06988807232720955,0.7560702620150155,0.020535418250919237,0.732259573331222,0.023167082886553936,0.11888000070824409,0.17637667222543063,64.8,1.9390719429665317
xnoise,1.0-1.0,0.1,0.5,0.7747477293014526,0.044008760242327936,0.7659381866455078,0.03597164358499947,0.8211101055145263,0.14764732607373476,0.7660860507328664,0.020974711479371674,0.7418580338143473,0.024665268425768737,0.12924643255787413,0.22278669295985343,1.2457556486129762,0.08748490552473943,1.3012794971466064,0.09558139349561735,0.4209428668022156,0.07103893975902928,0.730339943607407,0.019841751176063054,0.7069003441916111,0.0188052485945775,0.13591604883689695,0.1372922846128135,162.4,5.238320341483519
xnoise,1.0-1.0,0.1,1.0,0.7747477293014526,0.044008760242327936,0.7659381866455078,0.03597164358499947,0.8211101055145263,0.14764732607373476,0.7660860507328664,0.020974711479371674,0.7418580338143473,0.024665268425768737,0.12924643255787413,0.22278669295985343,1.3454933881759643,0.08894745999070554,1.4080603122711182,0.09394426370317462,0.37035388946533204,0.06895795366153988,0.7207739243044584,0.01621470465516911,0.6953234231876874,0.01894517379570843,0.1846917029803578,0.1512993949942181,325.4,10.32666451474047
xnoise,0.8-1.0,0.1,0.0,0.7896724462509155,0.021935619692560707,0.7696043968200683,0.01727274985975052,0.9286644339561463,0.10650939334506053,0.7437776525391868,0.0172361722471095,0.7222278299491232,0.020505395493385658,0.15662585003715956,0.20653714412620677,,,,,,,,,,,,,0.0,0.0
xnoise,0.8-1.0,0.1,0.05,0.7900618553161621,0.018909901921733148,0.7747790455818176,0.018782513243516024,0.8772446393966675,0.1323934928278829,0.7454769584259694,0.011387494066900688,0.7246309943463894,0.019468425597883542,0.19435288068673395,0.20664543716205636,1.3978281497955323,0.15537954577784877,1.4562348127365112,0.16904434672809143,0.6073220133781433,0.04940558081667035,0.7350052364103867,0.011900920310978535,0.7140377930378717,0.019591394391058347,0.17390044999082557,0.18933799624104336,15.8,0.39999999999999997
xnoise,0.8-1.0,0.1,0.1,0.7931298017501831,0.033621312850121016,0.7805392980575562,0.048541400784072916,0.8710668921470642,0.10516747805545353,0.7467345031922563,0.01761791059422768,0.7236205189462247,0.021077028707211273,0.17477376749215226,0.22084589336229263,1.3178857088088989,0.24942768994260656,1.3731271028518677,0.2612435729131,0.563100391626358,0.16713076185381542,0.7331354955923122,0.018304354421909804,0.7098898971558644,0.023940029384324317,0.14304221422261149,0.18638777872890266,32.2,1.16619037896906
xnoise,0.8-1.0,0.1,0.2,0.7660806536674499,0.03636921248872279,0.7469763040542603,0.026509529162591652,0.9077321887016296,0.1405331965957643,0.7600532595137458,0.011141808015630408,0.7339721943200719,0.019068271026260554,0.13639287558295743,0.17569843296728985,1.1049289464950562,0.08366986557294548,1.1497674226760863,0.08593688584948295,0.459931355714798,0.06308762896435574,0.7502565532063359,0.01730409057353483,0.7247971381703044,0.021223035511490993,0.2000572199582114,0.14151047144300039,64.8,1.9390719429665317
xnoise,0.8-1.0,0.1,0.5,0.7775920152664184,0.03279903553948553,0.7518069982528687,0.017380155231014244,0.9691922187805175,0.18676904948798054,0.7548684956695692,0.017605585106311893,0.735354164567457,0.017737664815095706,0.11462984099473401,0.22136077306346963,1.3172897577285767,0.05986547388740815,1.3773568153381348,0.06136415162032541,0.3992321014404297,0.05863423067181117,0.713601636079345,0.018030916347159733,0.6911887616339761,0.01378498806983234,0.1278670355830042,0.21698672086464071,162.4,5.238320341483519
xnoise,0.8-1.0,0.1,1.0,0.7959742546081543,0.03335513970339202,0.7813997626304626,0.037375391133594234,0.8850997090339661,0.08537478770713577,0.7428160165222965,0.01951009686782365,0.7203292752255382,0.029408746734623802,0.18179796711158447,0.21617897333296054,1.4621854305267334,0.07909415538502476,1.5318300485610963,0.07983187297113944,0.3376578509807587,0.045518017828412576,0.6956590240209546,0.014338374914616836,0.6672622186426016,0.0179645453234078,0.24573884269087273,0.10881907360550022,325.4,10.32666451474047
xnoise,0.3-0.4,0.1,0.0,0.8046002388000488,0.041818102048004624,0.7651989817619324,0.03614929190405929,1.08408225774765,0.10485510899039263,0.7183035356438033,0.02224199089955502,0.7078193819380436,0.02810822248299885,0.13733753182663272,0.2001923902511775,,,,,,,,,,,,,0.0,0.0
xnoise,0.3-0.4,0.1,0.05,0.8101403713226318,0.030616584079914244,0.7691103696823121,0.019502891417595973,1.1140988945961,0.16867114444174033,0.716118375330463,0.01895435614746894,0.7043243117611098,0.02771087283119321,0.0860952744140481,0.2506669476325829,1.6421015024185182,0.04768970334729653,1.712138843536377,0.0417132008263197,0.6523104429244995,0.09526026334834817,0.692619594641867,0.015299578055488362,0.6830366779602383,0.02429434536597102,0.08279241757711939,0.24263308300459904,15.8,0.39999999999999997
xnoise,0.3-0.4,0.1,0.1,0.8059416174888611,0.025942336230698287,0.7691844582557679,0.03154870579549565,1.052449071407318,0.10864943209657885,0.7186538238558355,0.013555485463333738,0.7045951278073594,0.0181021856958076,0.09807309951937114,0.2051176872554893,1.5247209548950196,0.2705727981019025,1.589996886253357,0.28558405201025877,0.6242760241031646,0.15156070996797968,0.6970648437441929,0.013580953572520697,0.6836512191860626,0.021236092276635452,0.11431040578714957,0.22103870442904583,32.2,1.16619037896906
xnoise,0.3-0.4,0.1,0.2,0.8043195605278015,0.025410708143817642,0.759959363937378,0.037851990707670514,1.0994041919708253,0.11108603905893334,0.7173922556329887,0.03605077344994506,0.7022360150962106,0.04265134547840098,0.09424365888583658,0.20784349334011984,1.3522319793701172,0.12279661821514859,1.4119321346282958,0.12621950999141374,0.455373477935791,0.07692045622562106,0.7015413337960263,0.03279942772785311,0.6870973828865711,0.0384356317569117,0.1334014833167145,0.15359914065668195,64.8,1.9390719429665317
xnoise,0.3-0.4,0.1,0.5,0.8383732199668884,0.03860025967663486,0.7887136101722717,0.037705751685478794,1.1667292356491088,0.16530044858723908,0.7068155931172858,0.024442323705876505,0.6943948233010421,0.02983691549513425,0.08413783871663291,0.21582652796099083,1.4401993036270142,0.0707837921944858,1.5067960262298583,0.07019834112340774,0.4121817648410797,0.05303964390523042,0.6748542579991514,0.03795199247016065,0.6588387488329163,0.037563813532689866,0.15962248816125396,0.2063307162671638,162.4,5.238320341483519
xnoise,0.3-0.4,0.1,1.0,0.8121544599533081,0.030807301888605993,0.7750579118728638,0.026837150773602447,1.0700269937515259,0.07650883727203384,0.7174537808017957,0.016424715889127958,0.7029239447508873,0.02746351461966538,0.08090392672295547,0.2116038383876471,1.5720126628875732,0.07242011680146106,1.6474733829498291,0.07144855394867632,0.35026374757289885,0.07173528899920613,0.6564266597893924,0.01956633475356249,0.6369491919060252,0.023570607203853136,0.17284730210894575,0.21277319551871854,325.4,10.32666451474047
xnoise,0-0.05,0.1,0.0,0.8958448648452759,0.03317981281975619,0.8207896828651429,0.028871533511708552,1.3999027252197265,0.11649849680942197,0.6316085177605875,0.0277106268170427,0.6258684751293635,0.015512289177211886,0.008560165693158739,0.23709654371536126,,,,,,,,,,,,,0.0,0.0
xnoise,0-0.05,0.1,0.05,0.8592785716056823,0.01731550165445744,0.7832949042320252,0.029662165354695,1.3613070249557495,0.07057300643846019,0.6621104579158165,0.02628846871850121,0.6578154804798678,0.024505154358756706,-0.012118355906505235,0.1774107111282584,1.6494796752929688,0.08127914437325184,1.7248152494430542,0.07959437515286252,0.5141990959644318,0.07074326964828193,0.6511096859101393,0.02302014488666447,0.6476397979792461,0.023997562552949013,0.011041511365731565,0.16899165659164667,15.8,0.39999999999999997
xnoise,0-0.05,0.1,0.1,0.8519912004470825,0.037226034811697756,0.799240243434906,0.044023926554278676,1.2176076650619507,0.048558140220285075,0.666485924768889,0.0293499044098244,0.6621139678815112,0.026172332714540895,0.006014309056529632,0.18128153803233138,1.7418781757354735,0.32107397796646564,1.8202163219451903,0.3351979037991364,0.6010327100753784,0.17505952283051512,0.6528339159129198,0.031190166372256488,0.6445738534009156,0.026199328521942705,0.07970101682598689,0.19208846425651546,32.2,1.16619037896906
xnoise,0-0.05,0.1,0.2,0.8796939849853516,0.08761429365600973,0.8144400238990783,0.06306858115814439,1.3006062746047973,0.21992406854966007,0.6544650597671827,0.04855392608072032,0.6495153122615416,0.0523145527550729,0.015518244756488626,0.17659884334311518,1.5398282527923584,0.2268175748681104,1.6124704837799073,0.2457370348507021,0.42381943464279176,0.033576464135373206,0.6194408674897627,0.05611932626594153,0.6140135707777025,0.06025509897553032,0.03153281850060102,0.17048438046629824,64.8,1.9390719429665317
xnoise,0-0.05,0.1,0.5,0.8464290857315063,0.04802561979439228,0.7779944896697998,0.034638656135912896,1.300521159172058,0.15044806401601085,0.673223046212172,0.049825775356444474,0.6694649543272273,0.05651735376915465,-0.001390259812811412,0.2279981617823216,1.5914361238479615,0.07091178568084519,1.6674638271331788,0.0780478453358783,0.3779169678688049,0.061922813405447516,0.6135835274091059,0.05077124141202162,0.6030859157187421,0.060336209893687424,0.058955265854093254,0.20499482383735276,162.4,5.238320341483519
xnoise,0-0.05,0.1,1.0,0.8815510392189025,0.0660681647218821,0.81517014503479,0.050861202790778125,1.3204825878143311,0.14324517952877686,0.6396715282171467,0.03161975181433745,0.6344438238691837,0.04039069668658273,-0.029987716256368053,0.21136549796735773,1.7204610109329224,0.08829657122758008,1.804283356666565,0.08868090018556772,0.3221089839935303,0.029522147705392035,0.5662508793277408,0.01868626969002924,0.5505449070222586,0.02048368420289887,0.11529475984039797,0.15603583341015015,325.4,10.32666451474047
omission,0.0,0.1,0.0,0.7747477293014526,0.044008760242327936,0.7659381866455078,0.03597164358499947,0.8211101055145263,0.14764732607373476,0.7660860507328664,0.020974711479371674,0.7418580338143473,0.024665268425768737,0.12924643255787413,0.22278669295985343,,,,,,,,,,,,,0.0,0.0
omission,0.0,0.1,0.05,0.7747477293014526,0.044008760242327936,0.7659381866455078,0.03597164358499947,0.8211101055145263,0.14764732607373476,0.7660860507328664,0.020974711479371674,0.7418580338143473,0.024665268425768737,0.12924643255787413,0.22278669295985343,1.2511459827423095,0.22381442191484166,1.3000244736671447,0.23617420843802192,0.5934775471687317,0.07227537580792946,0.7617320008024001,0.02363414520387988,0.7389772413015525,0.025170644647677234,0.11435333795878802,0.2222049937519174,15.8,0.39999999999999997
